category,section,title,url,description,source,stars,github_url
MCP,modelcontextprotocol/blog/content/posts,2025 11 20 Adopting Mcpb,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-11-20-adopting-mcpb.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 11 21 Mcp Apps,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-11-21-mcp-apps.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 11 25 First Mcp Anniversary,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-11-25-first-mcp-anniversary.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 11 28 Sep Process Update,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-11-28-sep-process-update.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 12 09 Mcp Joins Agentic Ai Foundation,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-12-09-mcp-joins-agentic-ai-foundation.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 12 19 Mcp Transport Future,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-12-19-mcp-transport-future.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 01 22 Core Maintainer Update,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-01-22-core-maintainer-update.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 01 26 Mcp Apps,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-01-26-mcp-apps.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 03 09 Roadmap Update,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-03-09-roadmap-update.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 03 11 Understanding Mcp Extensions,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-03-11-understanding-mcp-extensions.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 03 16 Tool Annotations,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-03-16-tool-annotations.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 04 08 Maintainer Update,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-04-08-maintainer-update.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2026 05 21 Mcp 2026 07 28 Rc,anthropic-collection/modelcontextprotocol/blog/content/posts/2026-05-21-mcp-2026-07-28-rc.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,Welcome To Mcp Blog,anthropic-collection/modelcontextprotocol/blog/content/posts/welcome-to-mcp-blog.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts/client_registration,Index,anthropic-collection/modelcontextprotocol/blog/content/posts/client_registration/index.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts/enterprise-managed-auth,Index,anthropic-collection/modelcontextprotocol/blog/content/posts/enterprise-managed-auth/index.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/plugins/mcp-spec,MCP Spec Plugin for Claude,anthropic-collection/modelcontextprotocol/plugins/mcp-spec/README.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/plugins/mcp-spec/skills/draft-sep,draft-sep,anthropic-collection/modelcontextprotocol/plugins/mcp-spec/skills/draft-sep/SKILL.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/plugins/mcp-spec/skills/search-mcp-github,search-mcp-github,anthropic-collection/modelcontextprotocol/plugins/mcp-spec/skills/search-mcp-github/SKILL.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1024: MCP Client Security Requirements for Local Server Installation,anthropic-collection/modelcontextprotocol/seps/1024-mcp-client-security-requirements-for-local-server-.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1034: Support default values for all primitive types in elicitation schemas,anthropic-collection/modelcontextprotocol/seps/1034--support-default-values-for-all-primitive-types-in.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1036: URL Mode Elicitation for secure out-of-band interactions,anthropic-collection/modelcontextprotocol/seps/1036-url-mode-elicitation-for-secure-out-of-band-intera.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1046: Support OAuth client credentials flow in authorization,anthropic-collection/modelcontextprotocol/seps/1046-support-oauth-client-credentials-flow-in-authoriza.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1302: Formalize Working Groups and Interest Groups in MCP Governance,anthropic-collection/modelcontextprotocol/seps/1302-formalize-working-groups-and-interest-groups-in-mc.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1303: Input Validation Errors as Tool Execution Errors,anthropic-collection/modelcontextprotocol/seps/1303-input-validation-errors-as-tool-execution-errors.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1319: Decouple Request Payload from RPC Methods Definition,anthropic-collection/modelcontextprotocol/seps/1319-decouple-request-payload-from-rpc-methods-definiti.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1330: Elicitation Enum Schema Improvements and Standards Compliance,anthropic-collection/modelcontextprotocol/seps/1330-elicitation-enum-schema-improvements-and-standards.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1577: Sampling With Tools,anthropic-collection/modelcontextprotocol/seps/1577--sampling-with-tools.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1613: Establish JSON Schema 2020-12 as Default Dialect for MCP,anthropic-collection/modelcontextprotocol/seps/1613-establish-json-schema-2020-12-as-default-dialect-f.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1686: Tasks,anthropic-collection/modelcontextprotocol/seps/1686-tasks.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1699: Support SSE polling via server-side disconnect,anthropic-collection/modelcontextprotocol/seps/1699-support-sse-polling-via-server-side-disconnect.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1730: SDKs Tiering System,anthropic-collection/modelcontextprotocol/seps/1730-sdks-tiering-system.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1850: PR-Based SEP Workflow,anthropic-collection/modelcontextprotocol/seps/1850-pr-based-sep-workflow.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-1865: MCP Apps - Interactive User Interfaces for MCP,anthropic-collection/modelcontextprotocol/seps/1865-mcp-apps-interactive-user-interfaces-for-mcp.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2085: Governance Succession and Amendment Procedures,anthropic-collection/modelcontextprotocol/seps/2085-governance-succession-and-amendment.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2106: Tools `inputSchema` & `outputSchema` Conform to JSON Schema 2020-12,anthropic-collection/modelcontextprotocol/seps/2106-json-schema-2020-12.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2133: Extensions,anthropic-collection/modelcontextprotocol/seps/2133-extensions.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2148: MCP Contributor Ladder,anthropic-collection/modelcontextprotocol/seps/2148-contributor-ladder.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2149: MCP Group Governance and Charter Template,anthropic-collection/modelcontextprotocol/seps/2149-working-group-charter-template.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2164: Standardize Resource Not Found Error Code,anthropic-collection/modelcontextprotocol/seps/2164-resource-not-found-error.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2207: OIDC-Flavored Refresh Token Guidance,anthropic-collection/modelcontextprotocol/seps/2207-oidc-refresh-token-guidance.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2243: HTTP Header Standardization for Streamable HTTP Transport,anthropic-collection/modelcontextprotocol/seps/2243-http-standardization.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/seps,SEP-2260: Require Server requests to be associated with a Client request.,anthropic-collection/modelcontextprotocol/seps/2260-Require-Server-requests-to-be-associated-with-Client-requests.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
